condition,drugName,rating,usefulCount
Birth Control,Etonogestrel,4,5
"Diabetes, Type 2",Victoza,9,67
Birth Control,Norethindrone,6,6
Depression,Tranylcypromine,10,27
"Diabetes, Type 2",Canagliflozin,1,29
Birth Control,Mirena,10,0
Birth Control,Taytulla,2,3
Birth Control,Ethinyl estradiol / etonogestrel,9,312
Birth Control,Etonogestrel,10,2
Birth Control,Nexplanon,1,2
Depression,Pristiq,7,94
Birth Control,Etonogestrel,7,33
Birth Control,Ethinyl estradiol / norgestimate,8,0
High Blood Pressure,Aliskiren,10,14
Birth Control,Ethinyl estradiol / norgestimate,1,7
Birth Control,Ethinyl estradiol / norgestrel,9,37
Birth Control,Tri-Sprintec,4,3
Depression,Bupropion,10,73
Depression,Venlafaxine,1,5
Birth Control,Etonogestrel,2,4
Birth Control,Nexplanon,4,0
Birth Control,Lyza,10,4
Depression,Desvenlafaxine,9,32
Birth Control,Medroxyprogesterone,10,11
Birth Control,Ethinyl estradiol / norethindrone,9,22
Birth Control,Levonorgestrel,9,13
Birth Control,Skyla,9,2
Depression,Sertraline,8,109
Birth Control,Medroxyprogesterone,9,4
Depression,Duloxetine,1,14
Birth Control,Implanon,2,5
Birth Control,Ethinyl estradiol / norgestimate,9,67
Birth Control,Mononessa,8,7
Depression,Xanax,5,43
Birth Control,NuvaRing,5,0
Birth Control,Nexplanon,3,3
Birth Control,Etonogestrel,10,0
Birth Control,Ethinyl estradiol / norgestimate,8,15
Birth Control,Levonorgestrel,4,11
Depression,Remeron,10,85
Birth Control,Etonogestrel,6,1
Birth Control,Nexplanon,10,6
Birth Control,Ethinyl estradiol / norgestimate,1,0
Birth Control,Ethinyl estradiol / norethindrone,8,5
Birth Control,Kyleena,10,8
Birth Control,Levonorgestrel,2,23
Birth Control,Junel Fe 1 / 20,5,6
Birth Control,Microgestin Fe 1 / 20,10,15
Birth Control,Ethinyl estradiol / norgestimate,7,3
Depression,Venlafaxine,1,18
High Blood Pressure,Cozaar,9,64
Birth Control,Ethinyl estradiol / norgestimate,9,12
Birth Control,Levonorgestrel,10,8
Birth Control,ParaGard,10,7
Birth Control,Drospirenone / ethinyl estradiol,1,1
Depression,Citalopram,2,48
Depression,Zoloft,8,46
High Blood Pressure,Olmesartan,4,27
Birth Control,Medroxyprogesterone,3,3
Birth Control,Levonorgestrel,8,1
Birth Control,Implanon,4,8
Birth Control,Etonogestrel,3,6
Birth Control,Nexplanon,10,7
Birth Control,Desogestrel / ethinyl estradiol,1,1
Birth Control,Etonogestrel,8,33
Birth Control,Ethinyl estradiol / norethindrone,5,10
Birth Control,Etonogestrel,9,2
Birth Control,Tri-Sprintec,2,4
Birth Control,Implanon,10,4
Birth Control,Ethinyl estradiol / norgestimate,10,5
Birth Control,Lo Loestrin Fe,6,5
Depression,Duloxetine,9,56
Depression,Remeron,10,87
"Diabetes, Type 2",Canagliflozin,8,39
"Diabetes, Type 2",Exenatide,6,15
Birth Control,Aviane,2,9
Birth Control,Medroxyprogesterone,1,4
Birth Control,Levonorgestrel,5,4
Depression,Desvenlafaxine,10,17
Birth Control,Ethinyl estradiol / norelgestromin,9,3
Birth Control,Sprintec,7,0
High Blood Pressure,Bystolic,1,29
High Blood Pressure,Carvedilol,7,44
Birth Control,Ethinyl estradiol / norethindrone,10,5
Birth Control,Tri-Lo-Marzia,3,2
Birth Control,Levonorgestrel,1,15
"Diabetes, Type 2",Liraglutide,8,22
Depression,Wellbutrin XL,1,15
Depression,Effexor XR,8,46
Birth Control,Etonogestrel,8,4
Birth Control,Mirena,10,1
Birth Control,ParaGard,6,10
Birth Control,Etonogestrel,7,8
Birth Control,Levonorgestrel,1,4
Birth Control,Loestrin 24 Fe,10,137
Depression,Paxil,4,10
Depression,Desvenlafaxine,9,15
Depression,Wellbutrin,7,42
Birth Control,Etonogestrel,3,0
Depression,Celexa,10,47
Birth Control,Copper,9,1
Birth Control,Ethinyl estradiol / norethindrone,8,6
Depression,Bupropion,10,1
Birth Control,Copper,10,15
Birth Control,Liletta,5,0
Depression,Celexa,6,31
Birth Control,Nexplanon,2,6
Birth Control,Ethinyl estradiol / levonorgestrel,5,14
Birth Control,Ethinyl estradiol / norethindrone,10,16
Birth Control,Implanon,10,64
"Diabetes, Type 2",Insulin glargine,5,10
High Blood Pressure,Ziac,2,9
Birth Control,Tri-Sprintec,2,13
Birth Control,ParaGard,8,3
Birth Control,Ethinyl estradiol / norgestimate,4,5
Depression,Bupropion,1,39
High Blood Pressure,Ziac,1,2
Birth Control,Junel Fe 1 / 20,8,3
High Blood Pressure,Hydrochlorothiazide,2,71
Birth Control,Levonorgestrel,1,4
Birth Control,Ethinyl estradiol / norgestimate,10,2
Depression,Lexapro,8,52
Birth Control,Skyla,10,2
Birth Control,Levonorgestrel,6,5
Birth Control,Mirena,9,252
Depression,Sertraline,9,130
Birth Control,Levonorgestrel,6,6
Birth Control,Xulane,8,4
Birth Control,Ethinyl estradiol / norethindrone,1,16
Birth Control,Nexplanon,10,0
Birth Control,Medroxyprogesterone,1,7
Birth Control,Minastrin 24 Fe,10,3
Birth Control,Sprintec,10,7
Birth Control,Implanon,1,12
Birth Control,Implanon,10,0
High Blood Pressure,Atenolol,7,36
High Blood Pressure,Benicar,10,83
Depression,Viibryd,4,7
Birth Control,Etonogestrel,1,10
Birth Control,Medroxyprogesterone,10,14
High Blood Pressure,Hyzaar,8,23
"Diabetes, Type 2",Dulaglutide,7,0
Depression,L-methylfolate,10,10
Birth Control,Levonorgestrel,9,12
Depression,Paxil,9,93
Birth Control,Ethinyl estradiol / norgestimate,5,11
Birth Control,Ethinyl estradiol / levonorgestrel,4,4
Birth Control,Implanon,4,0
Depression,Amitriptyline,9,84
Birth Control,Drospirenone / ethinyl estradiol,5,3
Birth Control,Ethinyl estradiol / norethindrone,6,2
Birth Control,Etonogestrel,6,7
Birth Control,Lo Loestrin Fe,8,21
Birth Control,Etonogestrel,7,1
Depression,Effexor,9,24
Birth Control,Ethinyl estradiol / norethindrone,10,6
Birth Control,Vienva,1,6
Birth Control,Nexplanon,10,6
Depression,Paroxetine,10,133
"Diabetes, Type 2",Victoza,8,18
Depression,Sertraline,10,33
Birth Control,Sronyx,9,3
Birth Control,Implanon,8,1
Birth Control,Ethinyl estradiol / norethindrone,8,37
Birth Control,Medroxyprogesterone,7,4
Depression,Effexor,10,48
Depression,Duloxetine,5,19
Birth Control,Drospirenone / ethinyl estradiol,8,1
"Diabetes, Type 2",Dulaglutide,5,19
Birth Control,Ethinyl estradiol / levonorgestrel,8,4
Birth Control,Etonogestrel,6,4
"Diabetes, Type 2",Januvia,3,42
"Diabetes, Type 2",Exenatide,10,17
Birth Control,Medroxyprogesterone,9,10
Birth Control,Implanon,7,0
Birth Control,Etonogestrel,10,1
Birth Control,Apri,5,2
Birth Control,Drospirenone / ethinyl estradiol,7,1
Birth Control,Loestrin 24 Fe,3,3
Birth Control,ParaGard,10,12
Depression,Venlafaxine,2,17
Birth Control,Etonogestrel,1,2
Depression,Pristiq,9,8
Birth Control,NuvaRing,1,16
Birth Control,Ethinyl estradiol / norgestimate,10,11
"Diabetes, Type 2",Trulicity,10,19
Birth Control,Levonorgestrel,10,3
High Blood Pressure,Olmesartan,10,0
Birth Control,Junel Fe 1 / 20,8,5
Birth Control,Nexplanon,5,0
Birth Control,Levonorgestrel,9,5
Birth Control,Nexplanon,5,5
Depression,Bupropion,1,11
Birth Control,Medroxyprogesterone,2,3
Birth Control,Implanon,8,9
Birth Control,Ethinyl estradiol / norgestrel,9,2
Birth Control,Ethinyl estradiol / norethindrone,2,2
Birth Control,Ethinyl estradiol / norgestimate,9,21
Birth Control,NuvaRing,10,18
High Blood Pressure,Prinivil,9,122
Depression,Sertraline,1,0
Birth Control,Nexplanon,1,5
High Blood Pressure,Univasc,8,3
Birth Control,Ortho Tri-Cyclen Lo,5,2
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,10,13
Birth Control,Ethinyl estradiol / norethindrone,9,2
Birth Control,Nexplanon,1,5
Birth Control,Ethinyl estradiol / norgestimate,2,4
Birth Control,Aviane,9,0
Birth Control,TriNessa,3,7
"Diabetes, Type 2",Liraglutide,5,18
Depression,Lexapro,10,59
Birth Control,Chateal,1,3
Depression,Viibryd,8,42
Depression,Escitalopram,8,68
Birth Control,Etonogestrel,1,2
Birth Control,Copper,10,0
Birth Control,Desogestrel / ethinyl estradiol,4,20
Depression,Sertraline,10,28
Birth Control,Depo-Provera,6,2
Birth Control,Ethinyl estradiol / norethindrone,10,14
Birth Control,Nexplanon,10,23
Birth Control,Levonorgestrel,7,3
Birth Control,Levonorgestrel,8,4
Birth Control,Microgestin Fe 1 / 20,6,0
Birth Control,Nexplanon,8,6
Birth Control,Ethinyl estradiol / etonogestrel,9,2
Depression,Fluoxetine,10,10
Birth Control,Nexplanon,3,7
Depression,Venlafaxine,8,39
Birth Control,Levonorgestrel,10,10
Birth Control,Aubra,10,0
Birth Control,Nora-Be,1,12
High Blood Pressure,Micardis HCT,10,12
Birth Control,Ethinyl estradiol / levonorgestrel,4,7
Birth Control,Etonogestrel,7,2
Birth Control,Etonogestrel,7,8
Birth Control,Etonogestrel,3,5
High Blood Pressure,Losartan,6,79
Birth Control,Desogestrel / ethinyl estradiol,2,8
Depression,Sertraline,7,95
Depression,Budeprion XL,4,3
Birth Control,Lutera,8,5
Depression,Wellbutrin SR,9,137
Birth Control,Lo Loestrin Fe,9,9
Birth Control,Ortho Evra,7,4
Birth Control,Levonorgestrel,10,2
Birth Control,Levonorgestrel,10,44
Depression,Venlafaxine,9,63
Depression,Paroxetine,10,67
Birth Control,Xulane,2,6
Birth Control,Etonogestrel,7,0
Birth Control,Skyla,8,4
Depression,Pristiq,10,30
Birth Control,Etonogestrel,9,28
Birth Control,Ethinyl estradiol / norethindrone,9,3
High Blood Pressure,Telmisartan,10,42
Depression,Effexor XR,6,15
Depression,Paxil,3,15
Birth Control,Etonogestrel,1,8
Birth Control,Ethinyl estradiol / etonogestrel,6,0
Birth Control,Ortho-Cept,9,4
Birth Control,Aubra,3,3
Birth Control,Loestrin 24 Fe,5,0
Birth Control,Depo-Provera,1,6
Birth Control,Desogestrel / ethinyl estradiol,8,15
Depression,Mirtazapine,10,102
Birth Control,Copper,8,12
High Blood Pressure,Dyazide,2,43
Birth Control,Sprintec,3,0
Depression,Wellbutrin XL,10,91
Birth Control,Camrese,8,1
Birth Control,Nexplanon,10,26
Birth Control,Implanon,8,8
Depression,Nardil,6,10
Birth Control,Yasmin,7,22
Birth Control,Levonorgestrel,10,7
Depression,Wellbutrin XL,8,66
Birth Control,Levonorgestrel,10,6
Birth Control,NuvaRing,6,10
"Diabetes, Type 2",Farxiga,6,0
Depression,Abilify,4,60
Birth Control,Kyleena,10,1
Depression,Zoloft,9,55
Birth Control,NuvaRing,8,86
Depression,Brexpiprazole,10,3
Birth Control,Levonorgestrel,10,3
Birth Control,Nexplanon,9,10
Depression,Lexapro,10,77
"Diabetes, Type 2",Trulicity,9,11
Birth Control,Ethinyl estradiol / norgestimate,3,3
Birth Control,Ethinyl estradiol / norgestimate,1,4
Birth Control,Etonogestrel,10,11
Birth Control,Portia,5,14
Birth Control,Etonogestrel,4,2
Birth Control,Skyla,5,2
Birth Control,Skyla,6,1
Birth Control,Sprintec,5,2
High Blood Pressure,Prinivil,8,51
Birth Control,Apri,6,6
Birth Control,Implanon,8,3
Birth Control,Nexplanon,10,2
Birth Control,Nexplanon,7,0
Birth Control,Ethinyl estradiol / norgestimate,9,2
Birth Control,Yaz,9,16
Depression,Effexor XR,4,8
Birth Control,Copper,10,2
Birth Control,Ethinyl estradiol / levonorgestrel,1,3
High Blood Pressure,Atenolol,8,49
Birth Control,Ethinyl estradiol / norgestimate,3,0
Depression,Sertraline,9,64
Birth Control,Chateal,10,5
Birth Control,Lo Loestrin Fe,10,7
Birth Control,Microgestin Fe 1 / 20,8,10
Birth Control,Ethinyl estradiol / norethindrone,10,24
Depression,Vortioxetine,9,107
Depression,Pristiq,10,105
Birth Control,Implanon,10,3
Birth Control,Microgestin Fe 1 / 20,9,9
"Diabetes, Type 2",Trulicity,2,14
Birth Control,Ethinyl estradiol / norgestimate,4,6
Birth Control,Etonogestrel,2,2
High Blood Pressure,Amlodipine,1,40
High Blood Pressure,Hydrochlorothiazide,2,42
Depression,Sertraline,8,42
Birth Control,Depo-Provera,1,7
Birth Control,ParaGard,9,3
High Blood Pressure,Olmesartan,10,88
Depression,Vilazodone,8,41
Birth Control,Mirena,10,8
Birth Control,Ethinyl estradiol / norethindrone,1,5
Birth Control,NuvaRing,10,14
Birth Control,Mirena,1,4
Depression,Vortioxetine,2,5
Birth Control,Nexplanon,8,5
"Diabetes, Type 2",Dulaglutide,9,36
Birth Control,Nexplanon,2,1
Birth Control,Desogestrel / ethinyl estradiol,3,2
Birth Control,Norethindrone,9,0
Depression,Remeron,9,212
Depression,Cymbalta,6,14
Birth Control,Skyla,9,3
Depression,Budeprion SR,9,6
Birth Control,Levonorgestrel,9,6
Depression,Sertraline,10,23
Birth Control,Lo Loestrin Fe,3,20
Birth Control,Ethinyl estradiol / levonorgestrel,10,47
Depression,Celexa,8,12
Birth Control,ParaGard,1,3
Birth Control,Ethinyl estradiol / norelgestromin,10,9
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,ParaGard,9,12
Birth Control,Etonogestrel,8,4
Birth Control,Nexplanon,10,11
Depression,Alprazolam,10,40
Depression,Clomipramine,10,118
Birth Control,Ethinyl estradiol / norgestimate,1,7
Birth Control,Levonorgestrel,9,10
Birth Control,Depo-Provera,1,4
Depression,Prozac,8,23
Birth Control,Ethinyl estradiol / norethindrone,7,9
Birth Control,Etonogestrel,2,12
Birth Control,Ethinyl estradiol / norethindrone,10,6
Birth Control,Copper,10,0
Birth Control,Etonogestrel,9,4
Birth Control,Lo Loestrin Fe,2,4
Depression,Sertraline,9,33
Depression,Effexor XR,9,36
Birth Control,Ortho Tri-Cyclen Lo,7,3
Birth Control,Liletta,1,4
Birth Control,Lo Loestrin Fe,2,4
Birth Control,Mirena,8,0
Birth Control,Ortho Evra,10,7
Birth Control,Medroxyprogesterone,2,3
Birth Control,Nexplanon,3,16
Birth Control,Nexplanon,10,6
Depression,Zoloft,7,193
Birth Control,Drospirenone / ethinyl estradiol,1,2
Birth Control,Ethinyl estradiol / levonorgestrel,9,3
Birth Control,Yasmin,8,4
Birth Control,Ethinyl estradiol / norethindrone,4,9
Birth Control,Implanon,5,7
Birth Control,Drospirenone / ethinyl estradiol,1,24
Birth Control,Nexplanon,3,1
Birth Control,Mirena,4,0
Birth Control,Skyla,7,3
Depression,Cymbalta,9,18
Birth Control,Ethinyl estradiol / norgestimate,6,9
Birth Control,Etonogestrel,1,1
Depression,L-methylfolate,10,29
High Blood Pressure,Lisinopril,1,29
Depression,Prozac,9,16
Birth Control,Levonorgestrel,2,3
Birth Control,Etonogestrel,8,0
Birth Control,Mirena,8,0
Birth Control,Implanon,9,5
Birth Control,Etonogestrel,6,1
Depression,Sertraline,9,84
"Diabetes, Type 2",Bydureon,6,41
Birth Control,Etonogestrel,10,1
Birth Control,Ethinyl estradiol / etonogestrel,10,3
High Blood Pressure,Losartan,1,51
Depression,Sertraline,1,38
Depression,Escitalopram,10,18
Birth Control,Etonogestrel,7,0
Depression,Vortioxetine,2,3
Birth Control,Levonorgestrel,3,16
Birth Control,Liletta,9,4
Birth Control,Levonorgestrel,1,2
Birth Control,Levonorgestrel,4,1
Birth Control,Levora,4,12
Birth Control,Ethinyl estradiol / norgestimate,9,8
Depression,Bupropion,10,13
Depression,Pristiq,1,9
Birth Control,Desogestrel / ethinyl estradiol,8,0
Birth Control,Microgestin Fe 1 / 20,10,12
Birth Control,Ethinyl estradiol / etonogestrel,9,9
Birth Control,Etonogestrel,9,6
Birth Control,Skyla,8,4
Birth Control,Ethinyl estradiol / norethindrone,9,20
Birth Control,Lo Loestrin Fe,8,17
Birth Control,Ethinyl estradiol / norgestimate,9,7
Depression,Wellbutrin XL,7,10
Birth Control,Ethinyl estradiol / norgestimate,10,13
High Blood Pressure,Azor,10,32
Depression,Desvenlafaxine,9,28
Birth Control,Ethinyl estradiol / etonogestrel,3,14
Birth Control,Etonogestrel,3,4
Birth Control,Lo Loestrin Fe,9,6
Depression,Phenelzine,9,28
Birth Control,Medroxyprogesterone,1,3
Birth Control,Mirena,1,3
Birth Control,Nexplanon,1,2
Birth Control,Etonogestrel,3,5
Birth Control,Kyleena,3,0
Birth Control,Blisovi 24 Fe,1,0
Birth Control,Etonogestrel,1,3
High Blood Pressure,Nebivolol,8,56
Birth Control,Ethinyl estradiol / norethindrone,5,7
Birth Control,Levonorgestrel,10,8
Birth Control,Etonogestrel,10,5
Birth Control,Sprintec,10,2
Birth Control,Desogestrel / ethinyl estradiol,3,3
Depression,Quetiapine,8,91
Depression,Bupropion,1,22
"Diabetes, Type 2","Insulin inhalation, rapid acting",1,2
Birth Control,Ethinyl estradiol / norethindrone,1,8
Birth Control,Ethinyl estradiol / norethindrone,9,48
Depression,Sertraline,9,0
Depression,Xanax,10,41
Birth Control,Nikki,1,5
Depression,Desvenlafaxine,6,6
Birth Control,Drospirenone / ethinyl estradiol,10,5
Birth Control,Ethinyl estradiol / norelgestromin,5,4
Birth Control,Mirena,7,1
Birth Control,Mirena,1,1
Birth Control,Liletta,10,1
Depression,Citalopram,9,27
Birth Control,Ethinyl estradiol / norgestimate,9,3
Birth Control,Etonogestrel,7,8
Birth Control,Kyleena,10,0
Birth Control,Gildess Fe 1.5 / 30,6,4
Depression,Fluoxetine,1,9
Birth Control,Ethinyl estradiol / levonorgestrel,10,3
Birth Control,Kariva,1,8
Birth Control,Ethinyl estradiol / norethindrone,10,3
Depression,Vortioxetine,8,28
Birth Control,Skyla,6,2
Birth Control,Velivet,8,1
Birth Control,Nexplanon,3,8
Birth Control,Drospirenone / ethinyl estradiol,1,16
Birth Control,Desogestrel / ethinyl estradiol,10,12
Birth Control,Alesse,8,10
Depression,Cymbalta,1,33
Birth Control,Skyla,9,3
Birth Control,Levora,2,16
Depression,Cymbalta,9,42
"Diabetes, Type 2",Bydureon,6,26
Birth Control,Ethinyl estradiol / levonorgestrel,1,17
Birth Control,Etonogestrel,10,6
Birth Control,Copper,9,0
Birth Control,Mirena,1,2
Birth Control,Etonogestrel,10,6
Depression,Duloxetine,6,14
High Blood Pressure,Atenolol,10,37
Depression,Mirtazapine,10,153
Depression,Trintellix,9,12
Depression,Vortioxetine,7,34
Birth Control,Etonogestrel,9,0
Depression,Prozac,10,84
Birth Control,Ethinyl estradiol / norethindrone,8,21
Birth Control,Etonogestrel,6,7
Birth Control,Ethinyl estradiol / levonorgestrel,2,7
Birth Control,Ethinyl estradiol / levonorgestrel,5,4
Birth Control,Gildess Fe 1 / 20,1,1
Depression,Venlafaxine,10,0
Birth Control,Etonogestrel,10,1
High Blood Pressure,Metoprolol,2,23
Birth Control,Desogestrel / ethinyl estradiol,1,1
Birth Control,Medroxyprogesterone,1,6
Birth Control,Ethinyl estradiol / norgestimate,4,5
Birth Control,Etonogestrel,3,13
Birth Control,Nexplanon,10,6
Birth Control,Implanon,10,52
Birth Control,Etonogestrel,5,5
Birth Control,Chateal,2,2
Depression,Parnate,1,2
Depression,Mirtazapine,10,46
Birth Control,Reclipsen,6,10
"Diabetes, Type 2",Insulin detemir,10,57
Depression,Venlafaxine,8,18
Birth Control,Ethinyl estradiol / norethindrone,8,7
"Diabetes, Type 2",Exenatide,10,13
Birth Control,Ethinyl estradiol / levonorgestrel,7,1
Birth Control,Ethinyl estradiol / etonogestrel,8,12
Birth Control,Norethindrone,3,13
Birth Control,Ortho Tri-Cyclen Lo,10,6
Birth Control,Skyla,2,2
Birth Control,Levonorgestrel,8,22
Birth Control,Mirena,1,16
Birth Control,Skyla,10,3
Birth Control,Mirena,1,18
Birth Control,Aviane,9,0
Birth Control,Ethinyl estradiol / norethindrone,5,7
Birth Control,Etonogestrel,1,9
Birth Control,Nexplanon,3,3
Birth Control,Etonogestrel,7,2
Birth Control,Sprintec,9,15
Birth Control,Ethinyl estradiol / norgestimate,5,6
High Blood Pressure,Olmesartan,9,41
Birth Control,Ethinyl estradiol / levonorgestrel,1,28
High Blood Pressure,Irbesartan,1,46
Birth Control,Etonogestrel,9,24
Birth Control,Ethinyl estradiol / norethindrone,8,16
Depression,Desvenlafaxine,10,11
Birth Control,Nexplanon,10,11
Birth Control,Ethinyl estradiol / norethindrone,9,0
Depression,Bupropion,1,3
Birth Control,Medroxyprogesterone,1,1
Birth Control,Ethinyl estradiol / norgestimate,4,15
Birth Control,Drospirenone / ethinyl estradiol,2,1
"Diabetes, Type 2",Canagliflozin,8,58
High Blood Pressure,Procardia XL,8,66
Birth Control,Ethinyl estradiol / levonorgestrel,8,14
Birth Control,Ethinyl estradiol / norgestimate,4,5
Birth Control,Etonogestrel,9,17
Birth Control,Ethinyl estradiol / levonorgestrel,1,0
Birth Control,Ethinyl estradiol / norgestimate,1,0
Birth Control,ParaGard,3,8
Birth Control,Etonogestrel,1,2
Birth Control,Etonogestrel,8,7
Birth Control,Nexplanon,1,5
Birth Control,Implanon,10,5
Depression,Fluoxetine,1,20
Birth Control,Ethinyl estradiol / norethindrone,10,36
Birth Control,Etonogestrel,7,11
Birth Control,Implanon,1,13
Birth Control,Skyla,6,4
Birth Control,Ethinyl estradiol / norgestimate,1,4
Birth Control,Copper,7,13
Birth Control,Nexplanon,3,9
Birth Control,Sprintec,7,4
Birth Control,Nexplanon,4,3
High Blood Pressure,Exforge,1,37
Birth Control,Reclipsen,10,13
Birth Control,Mirena,5,4
Depression,Pristiq,9,9
Depression,Viibryd,9,513
Birth Control,Drospirenone / ethinyl estradiol,4,3
Birth Control,Levonorgestrel,9,5
Birth Control,Levonorgestrel,2,4
Birth Control,Copper,9,6
Birth Control,Ethinyl estradiol / levonorgestrel,10,10
Depression,Wellbutrin XL,10,34
Birth Control,Levonorgestrel,9,4
Depression,Citalopram,9,35
Depression,Wellbutrin XL,10,42
Birth Control,Etonogestrel,8,5
Birth Control,Seasonique,7,50
Birth Control,Ethinyl estradiol / norethindrone,3,3
Birth Control,Nexplanon,1,6
Birth Control,Etonogestrel,2,3
Birth Control,TriNessa,9,6
Birth Control,Sronyx,5,5
Birth Control,Skyla,10,3
Birth Control,Ethinyl estradiol / norgestimate,8,7
Depression,Prozac,5,25
Birth Control,Sprintec,2,12
Birth Control,Skyla,10,4
Birth Control,Etonogestrel,6,1
Depression,Vortioxetine,3,58
Birth Control,TriNessa,5,0
Birth Control,Ethinyl estradiol / levonorgestrel,5,5
Birth Control,Ethinyl estradiol / norethindrone,2,4
Depression,Abilify,5,17
High Blood Pressure,Azor,9,31
Birth Control,Desogestrel / ethinyl estradiol,5,3
Birth Control,Ethinyl estradiol / levonorgestrel,8,14
Birth Control,Etonogestrel,6,14
Birth Control,Ethinyl estradiol / norethindrone,9,0
